,EMPLOYEE #,satisfaction_level,last_evaluation
11264,66039,0.58,0.91
11265,66041,0.18,0.75
11266,66054,0.57,0.67
11267,66062,0.7,0.62
11268,47190,0.49,0.77
11269,50940,0.7,0.56
11270,66070,0.16,0.93
11271,66075,0.58,0.59
11272,66080,0.66,0.57
11273,66087,0.51,0.55
11274,66095,0.48,0.84
11275,66108,0.56,0.71
11276,66110,0.81,0.62
11277,66111,0.57,0.7
11278,66113,0.66,0.53
11279,53837,0.22,0.91
11280,66120,0.96,0.71
11281,66122,0.87,0.88
11282,66123,0.61,0.42
11283,66124,0.66,0.85
11284,66139,0.9,0.51
11285,66140,0.64,0.67
11286,54563,0.76,0.82
11287,66153,0.97,0.41
11288,66173,0.69,0.76
11289,56771,0.98,0.55
11290,66193,0.18,0.61
11291,66198,0.62,0.91
11292,66200,0.29,0.37
11293,66202,0.87,0.48
11294,66203,0.91,0.64
11295,66210,0.53,0.79
11296,59708,0.69,0.73
11297,60866,0.14,0.58
11298,66221,0.7,0.77
11299,66222,0.77,0.75
11300,66223,0.77,0.76
11301,66224,0.76,0.99
11302,63991,0.66,0.49
11303,66229,0.5,0.95
11304,66232,0.57,0.9
11305,64121,0.97,0.62
11306,64630,0.26,0.99
11307,66250,0.72,0.62
11308,66256,0.83,0.93
11309,66258,0.55,0.4
11310,65362,0.77,0.74
11311,66271,0.24,0.63
11312,66247,0.8,0.96
11313,66280,0.5,0.59
11314,66283,0.66,0.59
11315,66272,0.66,0.77
11316,66299,0.66,0.81
11317,67938,0.96,0.83
11318,66304,0.75,0.94
11319,66307,0.78,0.77
11320,66318,0.57,0.82
11321,68625,0.78,0.68
11322,69646,0.57,0.88
11323,66330,0.84,0.56
11324,66340,0.23,0.94
11325,66343,0.53,0.37
11326,66359,0.82,0.71
11327,66362,0.59,0.64
11328,66363,0.5,0.52
11329,66372,1.0,0.74
11330,66384,0.94,0.61
11331,70502,0.86,0.61
11332,66401,0.73,0.49
11333,66405,0.49,0.94
11334,66406,0.79,0.73
11335,66410,0.83,0.5
11336,66416,0.85,0.67
11337,66425,0.65,0.37
11338,66427,0.94,0.65
11339,71213,0.76,0.81
11340,66431,0.77,0.54
11341,66439,0.77,0.91
11342,66452,0.59,0.64
11343,66460,0.69,0.9
11344,66464,0.51,0.85
11345,66468,0.8,0.67
11346,66480,0.98,0.7
11347,66490,0.69,0.72
11348,66495,0.14,0.76
11349,66499,0.95,0.9
11350,77232,0.53,0.61
11351,79609,0.64,0.52
11352,66510,0.51,0.73
11353,80087,0.36,0.73
11354,66520,0.62,0.97
11355,66530,0.98,0.58
11356,66531,0.53,0.7
11357,80573,0.8,0.95
11358,66544,0.73,0.77
11359,66545,0.82,0.8
11360,66549,0.62,0.75
11361,66562,0.87,0.48
11362,66572,0.43,0.65
11363,66573,0.57,0.6
11364,66575,0.91,0.77
11365,80718,0.75,0.59
11366,66584,0.76,0.8
11367,66588,0.85,0.49
11368,84132,0.56,0.67
11369,66598,0.86,0.84
11370,66599,0.21,0.43
11371,84295,0.94,0.59
11372,66610,0.98,0.74
11373,66617,0.42,0.45
11374,66619,0.98,0.89
11375,66620,1.0,0.93
11376,66624,0.95,0.52
11377,66636,0.95,0.5
11378,66644,0.68,0.53
11379,66647,0.64,0.38
11380,66648,0.24,0.62
11381,66661,0.37,0.72
11382,66663,0.67,0.4
11383,66664,0.86,0.89
11384,66669,0.43,0.38
11385,66678,0.67,0.67
11386,85132,0.92,0.6
11387,66687,0.43,0.46
11388,66689,0.52,0.8
11389,66693,0.16,0.42
11390,66697,0.49,0.6
11391,66698,0.37,0.63
11392,66703,0.98,0.68
11393,66719,0.33,0.97
11394,66720,0.14,0.79
11395,66727,0.54,0.79
11396,85347,0.63,0.48
11397,66732,0.55,0.69
11398,66734,0.84,0.53
11399,66766,0.51,0.97
11400,66768,0.15,0.75
11401,66770,0.97,0.79
11402,66771,0.67,0.69
11403,66779,0.48,0.67
11404,66791,0.69,0.58
11405,86510,0.6,0.62
11406,66813,0.82,0.71
11407,66814,0.86,0.95
11408,66821,0.69,0.59
11409,66824,0.87,0.87
11410,66832,0.17,0.78
11411,66835,0.94,0.51
11412,66856,0.5,1.0
11413,66859,0.16,0.72
11414,66865,0.89,0.99
11415,66870,0.69,0.51
11416,66875,0.5,0.51
11417,66877,0.16,0.46
11418,66883,0.75,0.99
11419,66891,0.64,0.66
11420,66902,0.78,0.43
11421,66905,0.81,0.74
11422,66906,0.55,0.58
11423,66907,0.53,0.53
11424,66908,0.69,0.73
11425,66909,0.8,0.53
11426,88795,0.77,0.98
11427,66913,0.84,0.8
11428,89239,0.64,0.55
11429,66920,0.78,0.57
11430,66927,0.67,0.7
11431,66951,0.81,0.77
11432,89737,0.91,0.82
11433,66983,0.75,0.89
11434,66984,0.78,0.96
11435,66999,0.54,0.52
11436,90339,0.77,0.71
11437,67002,0.89,0.63
11438,67007,0.16,0.98
11439,67009,0.77,0.99
11440,90878,0.69,0.48
11441,93041,0.61,0.81
11442,93171,0.59,0.81
11443,67036,0.58,0.8
11444,67046,0.88,0.67
11445,67052,0.51,0.63
11446,67053,0.31,0.7
11447,93885,0.52,0.52
11448,67056,0.57,0.46
11449,67058,0.5,0.77
11450,67066,0.74,0.63
11451,67067,0.74,0.77
11452,94474,0.82,0.51
11453,67074,0.74,0.71
11454,67075,0.2,0.59
11455,67079,0.63,0.48
11456,67084,0.19,0.8
11457,67107,0.4,0.62
11458,67112,0.71,0.37
11459,67124,0.84,0.73
11460,67137,0.59,0.84
11461,67140,0.57,0.85
11462,67143,0.81,0.61
11463,67144,0.8,0.7
11464,67147,0.49,0.66
11465,67161,0.55,0.64
11466,67163,0.68,0.4
11467,67177,0.55,0.67
11468,94599,0.59,0.62
11469,67188,0.91,0.8
11470,67196,0.48,0.9
11471,67202,0.84,0.66
11472,67207,0.73,0.54
11473,67208,0.28,0.59
11474,67225,0.77,0.65
11475,67227,0.67,0.65
11476,67233,0.5,0.53
11477,67236,0.32,0.47
11478,67239,0.57,0.78
11479,67246,0.51,0.8
11480,67252,0.61,0.6
11481,67254,0.83,0.73
11482,67256,0.87,0.97
11483,67261,0.7,0.63
11484,67266,0.78,0.65
11485,67269,0.71,0.53
11486,67275,0.68,0.99
11487,97559,0.75,0.53
11488,67296,0.7,0.53
11489,67301,0.59,0.94
11490,67307,0.64,0.87
11491,98055,0.61,0.88
11492,67316,0.77,0.49
11493,67317,0.51,0.64
11494,67318,0.49,0.49
11495,67320,0.77,0.75
11496,67324,0.31,0.86
11497,67325,0.54,0.76
11498,98411,0.56,0.66
11499,67342,0.65,0.77
11500,67348,0.49,0.36
11501,67351,0.82,0.79
11502,67352,0.6,0.52
11503,67362,0.64,0.63
11504,67363,0.7,0.68
11505,67365,0.65,0.89
11506,67366,0.69,0.78
11507,67367,0.93,0.74
11508,67368,0.55,0.52
11509,67389,0.75,0.87
11510,99238,0.47,0.43
11511,67393,0.72,0.88
11512,67403,0.59,0.92
11513,67411,0.98,0.49
11514,67418,0.39,0.52
11515,67425,0.93,0.87
11516,3992,0.71,0.97
11517,67427,0.49,0.54
11518,67431,0.63,0.93
11519,67436,0.45,0.64
11520,67442,0.77,0.64
11521,67445,0.77,0.63
11522,67454,0.5,0.92
11523,67457,0.45,0.42
11524,67464,0.81,0.47
11525,67467,0.83,0.67
11526,67468,0.47,0.76
11527,3993,0.25,0.89
11528,4042,0.89,0.55
11529,67476,0.97,0.57
11530,67479,0.6,0.65
11531,67482,0.67,0.72
11532,67483,0.89,0.77
11533,67490,0.6,0.91
11534,4939,0.64,0.79
11535,67532,0.57,0.66
11536,67533,0.56,0.98
11537,67544,0.6,0.9
11538,67547,0.17,0.66
11539,6770,0.74,0.49
11540,67572,0.44,0.41
11541,67584,0.51,0.89
11542,67587,0.86,0.57
11543,67596,0.96,0.48
11544,8212,0.87,0.82
11545,9282,0.58,0.79
11546,9347,0.24,0.56
11547,10462,0.42,0.8
11548,67622,0.65,0.94
11549,67647,0.73,0.92
11550,67656,0.63,0.6
11551,67663,0.95,0.48
11552,67673,0.52,0.83
11553,67677,0.96,0.55
11554,67679,0.66,0.51
11555,67682,0.98,0.44
11556,13685,0.56,0.79
11557,67686,0.97,0.54
11558,67709,0.72,0.92
11559,14403,0.74,0.78
11560,67720,0.2,0.6
11561,67724,0.73,0.56
11562,67728,0.76,0.79
11563,67731,0.65,0.54
11564,67735,0.66,0.5
11565,15621,0.96,0.97
11566,67745,0.57,0.55
11567,16738,0.61,0.82
11568,67756,0.57,0.69
11569,67761,0.59,0.47
11570,18804,0.92,0.68
11571,67775,0.79,0.56
11572,67782,0.95,0.66
11573,67784,0.24,0.81
11574,67803,0.49,0.52
11575,20215,,
11576,67811,0.97,0.51
11577,67816,0.55,0.78
11578,67817,0.76,0.56
11579,22153,0.53,0.99
11580,67837,0.51,0.86
11581,67841,0.57,0.93
11582,67847,0.58,0.91
11583,67848,0.6,0.98
11584,67858,0.65,0.74
11585,67859,0.91,0.75
11586,67860,0.65,0.55
11587,67866,0.18,0.49
11588,67869,0.66,0.9
11589,67873,0.78,0.8
11590,67876,0.82,0.65
11591,23464,0.54,0.64
11592,67893,0.95,0.84
11593,24395,0.65,0.85
11594,24635,0.83,0.55
11595,67910,0.15,0.6
11596,67918,0.59,0.59
11597,67919,0.99,0.94
11598,67927,0.76,0.72
11599,67934,0.64,0.67
11600,25055,0.95,0.75
11601,67939,0.53,0.66
11602,26613,0.59,0.5
11603,67951,0.69,0.86
11604,31326,0.5,0.49
11605,67965,0.89,0.96
11606,67967,0.56,0.39
11607,32935,0.77,0.68
11608,67974,0.15,0.75
11609,67976,0.88,0.58
11610,67984,0.89,0.86
11611,67991,0.65,0.52
11612,67993,0.58,0.99
11613,68001,0.56,0.85
11614,68009,0.25,0.72
11615,68011,0.87,0.89
11616,68023,0.62,0.4
11617,68034,0.72,0.75
11618,34598,0.49,0.94
11619,68044,0.57,0.91
11620,68055,0.63,0.65
11621,68057,0.91,0.63
11622,68069,0.7,0.68
11623,68070,0.66,0.95
11624,68073,0.77,0.48
11625,68078,0.68,0.97
11626,68084,0.34,0.46
11627,68102,0.97,0.64
11628,68103,0.57,0.75
11629,68105,0.66,0.65
11630,68119,0.68,0.67
11631,39454,0.49,0.78
11632,68148,0.72,0.66
11633,42190,0.77,0.89
11634,42472,0.77,0.73
11635,68159,0.59,0.73
11636,68171,0.41,0.67
11637,68180,0.94,0.64
11638,68191,0.91,0.61
11639,68192,0.7,0.84
11640,68195,0.51,0.52
11641,43780,0.22,0.7
11642,68205,0.69,0.65
11643,68214,0.2,0.68
11644,68220,0.9,0.85
11645,45574,0.76,0.85
11646,68233,0.88,0.51
11647,49560,0.31,0.63
11648,68241,0.17,0.66
11649,68249,0.91,0.77
11650,68253,0.97,0.38
11651,52556,0.61,0.77
11652,53057,0.74,0.67
11653,54934,0.65,0.82
11654,56669,0.87,0.73
11655,68277,0.56,0.71
11656,68298,0.78,0.69
11657,68304,0.73,0.57
11658,68318,0.66,0.78
11659,68320,0.15,0.81
11660,68323,0.52,0.69
11661,68328,0.44,0.66
11662,68331,0.7,0.7
11663,68333,0.63,0.52
11664,68343,0.89,0.59
11665,68344,0.96,0.85
11666,68348,0.98,0.99
11667,58846,0.62,0.82
11668,61416,0.62,0.73
11669,61538,0.69,0.43
11670,68391,0.5,0.91
11671,68401,0.71,0.93
11672,68413,0.5,0.68
11673,62387,0.93,0.6
11674,68431,0.95,0.77
11675,68434,0.17,0.61
11676,63502,0.92,0.68
11677,64688,0.64,0.48
11678,66219,0.27,0.42
11679,68468,0.66,0.87
11680,68474,0.59,0.69
11681,68476,0.93,0.98
11682,68482,0.58,0.67
11683,68489,0.96,0.6
11684,68497,0.69,0.85
11685,68502,0.41,0.38
11686,68504,0.36,0.41
11687,68506,0.71,0.78
11688,68508,0.94,0.9
11689,68524,0.51,0.76
11690,68535,0.83,0.48
11691,68541,0.22,0.62
11692,68544,0.66,0.89
11693,67335,0.14,0.58
11694,68561,0.16,0.96
11695,69149,0.81,0.78
11696,68567,0.73,0.94
11697,72351,0.7,0.58
11698,68583,0.62,0.73
11699,68590,0.5,0.83
11700,68591,0.7,0.88
11701,68600,0.53,0.73
11702,68601,0.87,0.9
11703,68603,0.59,0.6
11704,68605,0.94,0.67
11705,74869,0.2,0.53
11706,68612,0.42,0.44
11707,75320,0.43,0.66
11708,68618,0.43,0.76
11709,68621,0.77,0.86
11710,75363,0.76,0.98
11711,68628,0.82,0.9
11712,68639,0.75,0.66
11713,68649,0.63,0.98
11714,68650,0.51,0.75
11715,68656,0.23,0.7
11716,68661,0.77,0.58
11717,68670,0.54,0.63
11718,68678,0.63,0.85
11719,68691,0.55,0.45
11720,68694,0.31,0.63
11721,68705,0.98,0.74
11722,68707,0.16,0.95
11723,68715,0.54,0.78
11724,68718,0.73,0.48
11725,68719,0.16,0.63
11726,68725,0.57,0.82
11727,68726,0.88,0.88
11728,68727,0.95,0.81
11729,68740,0.93,0.7
11730,75939,0.91,0.58
11731,68752,0.77,0.82
11732,68755,0.24,0.94
11733,68771,0.74,0.74
11734,68776,0.53,0.59
11735,68788,0.89,0.77
11736,68790,0.23,0.77
11737,68800,0.69,0.66
11738,68807,0.52,0.72
11739,68809,0.9,0.58
11740,79639,0.92,0.63
11741,68825,0.72,0.59
11742,68826,0.92,0.61
11743,68831,0.79,0.86
11744,81087,0.48,0.89
11745,81217,0.27,0.76
11746,68839,0.67,0.49
11747,68848,0.48,0.7
11748,68851,0.99,0.6
11749,68858,0.49,0.88
11750,68859,0.39,0.45
11751,68860,0.99,0.92
11752,68863,0.78,0.57
11753,68872,0.5,0.73
11754,68876,0.61,0.79
11755,68881,0.88,0.6
11756,68886,0.44,0.44
11757,68887,0.73,0.78
11758,68891,0.58,0.84
11759,68892,0.74,0.98
11760,85425,0.32,0.48
11761,68900,0.88,0.83
11762,68901,0.81,0.9
11763,68913,0.59,0.92
11764,87166,0.79,0.65
11765,68916,0.92,0.64
11766,68919,0.76,0.85
11767,89193,0.91,0.65
11768,68929,0.8,0.84
11769,68930,0.73,0.72
11770,68933,0.88,0.53
11771,68934,0.65,0.4
11772,89255,0.84,0.5
11773,68937,0.93,0.5
11774,68944,0.64,0.6
11775,68947,0.66,0.72
11776,68960,0.76,0.56
11777,68968,0.34,0.72
11778,89577,0.48,0.8
11779,89804,0.79,0.61
11780,69001,0.82,0.67
11781,69002,0.51,0.71
11782,69008,0.84,0.78
11783,69017,0.66,0.79
11784,90551,0.72,0.88
11785,69034,0.53,0.91
11786,69035,0.81,0.8
11787,69041,0.58,0.9
11788,91507,0.82,0.56
11789,69061,0.72,0.99
11790,69065,0.9,0.54
11791,69069,0.98,0.91
11792,69073,0.56,0.74
11793,92878,0.77,0.82
11794,94234,0.61,0.89
11795,69089,0.97,0.61
11796,69093,0.64,0.55
11797,69096,0.99,0.97
11798,69100,0.61,0.42
11799,69101,0.72,0.71
11800,94372,0.67,0.91
11801,69111,0.9,0.56
11802,69112,0.9,0.73
11803,69122,0.63,0.61
11804,94507,0.64,0.88
11805,69131,0.44,0.65
11806,69133,0.64,0.94
11807,69134,0.65,0.95
11808,69136,0.69,0.9
11809,69141,0.93,0.51
11810,69142,0.73,0.9
11811,96450,0.83,0.6
11812,69155,0.82,0.49
11813,69158,0.39,0.91
11814,69159,0.53,0.47
11815,69170,0.88,0.81
11816,69187,0.8,0.6
11817,69191,0.68,0.79
11818,69200,0.66,0.6
11819,69205,0.61,0.61
11820,69207,0.74,0.55
11821,69211,0.61,0.83
11822,69214,0.57,0.99
11823,69215,0.68,0.54
11824,69216,0.75,0.79
11825,69228,0.29,0.57
11826,69234,0.81,0.81
11827,69247,0.53,0.68
11828,69248,0.42,0.96
11829,97313,0.64,0.67
11830,69263,0.63,0.5
11831,69268,0.81,0.81
11832,69280,0.71,0.66
11833,69282,0.7,0.83
11834,69288,0.53,1.0
11835,69291,0.16,0.93
11836,97868,0.17,0.55
11837,1777,0.7,0.95
11838,3280,0.43,0.88
11839,69315,0.49,0.62
11840,69316,0.5,0.9
11841,69323,0.57,0.59
11842,69328,0.68,0.75
11843,69332,0.62,0.61
11844,69341,0.69,0.75
11845,4457,0.63,0.7
11846,69347,0.76,0.62
11847,69348,0.62,0.76
11848,69349,0.82,0.69
11849,69356,0.2,0.7
11850,5539,0.16,0.7
11851,69358,0.2,0.78
11852,6247,0.53,0.51
11853,69380,0.71,0.63
11854,69382,0.7,0.93
11855,8896,0.92,0.94
11856,9520,0.81,0.92
11857,69394,0.79,0.62
11858,69398,0.53,0.64
11859,69401,0.51,0.56
11860,69405,0.78,0.9
11861,69415,0.5,0.91
11862,69417,0.92,1.0
11863,69420,0.59,0.54
11864,69424,0.77,0.55
11865,69426,0.74,0.87
11866,69435,0.67,0.97
11867,69443,0.56,0.59
11868,69449,0.84,0.44
11869,9748,0.53,0.77
11870,11060,0.86,0.71
11871,69467,0.77,0.68
11872,69468,0.97,0.94
11873,69473,0.69,0.87
11874,11590,0.73,0.9
11875,69483,0.42,0.47
11876,69486,0.4,0.47
11877,69495,0.33,0.41
11878,12328,0.68,0.66
11879,69504,0.78,0.8
11880,69510,0.92,0.6
11881,69512,0.66,0.66
11882,69519,0.6,0.45
11883,12799,0.86,0.83
11884,69532,0.61,0.49
11885,13850,0.71,0.68
11886,69537,0.86,0.62
11887,69547,0.96,0.59
11888,69551,0.7,0.54
11889,69566,0.38,0.49
11890,69569,0.39,0.75
11891,15849,0.49,0.4
11892,19943,0.78,0.62
11893,21309,0.74,0.79
11894,69611,0.82,0.76
11895,69615,0.6,0.42
11896,69629,0.72,0.99
11897,69630,0.73,0.97
11898,69633,0.89,0.55
11899,21578,0.74,0.94
11900,22876,0.83,0.57
11901,69647,0.24,0.88
11902,69651,0.93,0.89
11903,69663,0.96,0.62
11904,69666,0.16,0.68
11905,69667,0.21,0.85
11906,69672,0.69,0.54
11907,69673,0.66,0.96
11908,69675,0.67,0.39
11909,69684,0.85,0.58
11910,69686,0.37,0.92
11911,69687,0.64,0.64
11912,69688,0.91,0.82
11913,69690,0.96,0.68
11914,69699,0.74,0.7
11915,69722,0.94,0.99
11916,25198,0.37,0.72
11917,69726,0.92,0.85
11918,69736,0.86,0.72
11919,26960,0.66,0.49
11920,69739,0.19,0.61
11921,69744,0.65,0.61
11922,29528,0.92,0.44
11923,69761,0.83,0.8
11924,29627,0.94,0.82
11925,69770,0.42,0.69
11926,69775,0.78,0.53
11927,69781,0.58,0.76
11928,69786,0.5,0.64
11929,69796,0.82,0.76
11930,31540,0.97,0.92
11931,69805,0.8,0.93
11932,31704,0.82,0.84
11933,69807,0.95,0.99
11934,69809,0.88,0.51
11935,69821,0.5,0.86
11936,69825,0.53,0.8
11937,33527,0.82,0.74
11938,69845,0.15,0.74
11939,69846,0.92,0.7
11940,69850,0.53,0.74
11941,69856,0.58,1.0
11942,34240,0.88,0.74
11943,69868,0.85,0.72
11944,69881,0.99,0.68
11945,69887,0.94,0.73
11946,69889,0.63,0.94
11947,69891,0.85,0.9
11948,69900,0.95,0.66
11949,69905,0.71,0.66
11950,69911,0.49,0.88
11951,69924,0.71,0.69
11952,34682,0.52,0.62
11953,69935,0.48,0.72
11954,69937,0.82,0.79
11955,69939,0.83,0.76
11956,69941,0.85,0.87
11957,69948,0.57,0.64
11958,69957,0.16,0.63
11959,69961,0.85,0.64
11960,36441,0.82,0.67
11961,38181,0.9,0.89
11962,69973,0.92,0.64
11963,69983,0.9,0.48
11964,40344,0.82,0.8
11965,41825,0.84,0.81
11966,70002,0.92,0.65
11967,70005,0.82,
11968,42620,0.8,0.8
11969,70019,0.6,0.85
11970,43334,0.14,0.38
11971,70032,0.85,0.89
11972,70036,0.55,0.81
11973,70038,0.49,0.71
11974,70046,0.82,0.58
11975,70051,0.59,0.77
11976,70063,0.9,0.82
11977,70064,0.62,0.72
11978,70067,0.61,0.68
11979,44232,0.52,0.55
11980,70088,0.79,0.87
11981,70096,0.49,0.89
11982,70101,0.73,0.67
11983,70103,0.67,0.49
11984,70114,0.52,0.61
11985,70119,0.72,0.64
11986,70124,0.48,0.5
11987,70128,0.19,0.79
11988,49964,0.49,0.49
11989,70135,0.9,0.76
11990,70141,0.49,0.49
11991,70149,0.6,0.53
11992,70150,0.62,0.85
11993,70151,0.64,0.5
11994,70154,0.22,0.94
11995,70156,0.9,0.55
11996,50735,0.74,0.95
11997,70178,0.85,0.54
11998,70182,0.33,0.65
11999,70191,0.5,0.73
12000,70208,0.38,0.53
12001,70212,0.8,0.86
12002,70219,0.11,0.88
12003,70223,0.72,0.87
12004,70226,0.37,0.52
12005,70229,0.41,0.5
12006,70242,0.1,0.77
12007,70247,0.92,0.85
12008,70249,0.89,1.0
12009,70260,0.42,0.53
12010,70264,0.45,0.54
12011,54600,0.11,0.81
12012,70276,0.84,0.92
12013,70277,0.41,0.55
12014,70281,0.36,0.56
12015,70284,0.38,0.54
12016,70286,0.45,0.47
12017,70290,0.78,0.99
12018,55174,0.45,0.51
12019,70316,0.76,0.89
12020,70336,0.11,0.83
12021,55920,0.38,0.55
12022,70341,0.09,0.95
12023,70346,0.46,0.57
12024,70360,0.4,0.53
12025,70363,0.89,0.92
12026,70369,0.82,0.87
12027,70370,0.4,0.49
12028,70371,0.41,0.46
12029,70372,0.38,0.5
12030,70375,0.09,0.62
12031,70376,0.45,0.57
12032,70380,0.4,0.51
12033,70381,0.45,0.55
12034,70389,0.84,0.87
12035,70391,0.1,0.94
12036,70401,0.38,0.46
12037,70403,0.45,0.5
12038,70407,0.11,0.89
12039,70415,0.41,0.54
12040,70423,0.87,0.88
12041,70424,0.45,0.48
12042,70429,0.4,0.46
12043,70433,0.1,0.8
12044,70436,0.09,0.89
12045,70437,0.84,0.74
12046,58706,0.4,0.55
12047,70450,0.57,0.7
12048,70453,0.4,0.54
12049,70454,0.43,0.47
12050,70459,0.13,0.78
12051,70462,0.44,0.55
12052,70463,0.38,0.55
12053,70466,0.39,0.54
12054,70470,0.1,0.92
12055,70478,0.37,0.46
12056,60470,0.11,0.94
12057,70485,0.1,0.81
12058,70487,0.38,0.54
12059,60474,0.85,1.0
12060,60633,0.85,0.91
12061,70506,0.11,0.93
12062,70510,0.1,0.95
12063,70513,0.36,0.56
12064,70516,0.11,0.94
12065,70526,0.81,0.7
12066,70528,0.43,0.54
12067,61380,0.9,0.98
12068,70539,0.76,0.86
12069,70544,0.43,0.5
12070,62101,0.74,0.99
12071,64570,0.09,0.77
12072,70575,0.45,0.49
12073,70576,0.09,0.87
12074,70578,0.11,0.97
12075,70584,0.11,0.79
12076,70590,0.1,0.83
12077,70591,0.4,0.54
12078,70594,0.43,0.56
12079,70602,0.39,0.56
12080,70603,0.45,0.54
12081,66578,0.38,0.49
12082,70617,0.79,0.59
12083,70628,0.84,0.85
12084,70629,0.11,0.77
12085,70643,0.11,0.87
12086,70646,0.17,0.84
12087,70651,0.44,0.45
12088,70652,0.37,0.57
12089,70658,0.1,0.79
12090,67774,0.4,0.5
12091,69724,0.89,1.0
12092,70685,0.42,0.48
12093,70692,0.46,0.55
12094,70314,0.09,0.83
12095,70714,0.37,0.51
12096,75454,0.1,0.77
12097,76647,0.1,0.84
12098,70723,0.11,0.97
12099,78108,0.9,1.0
12100,70731,0.38,0.52
12101,70732,0.36,0.52
12102,80962,0.42,0.46
12103,70768,0.09,0.94
12104,70778,0.43,0.52
12105,70780,0.24,0.46
12106,70786,0.91,1.0
12107,81357,0.44,0.5
12108,70802,0.71,0.87
12109,70806,0.4,0.49
12110,70812,0.43,0.47
12111,70813,0.09,0.85
12112,81641,0.43,0.52
12113,70816,0.9,0.96
12114,70819,0.84,1.0
12115,70820,0.37,0.48
12116,70824,0.86,0.68
12117,70843,0.11,0.84
12118,70848,0.37,0.57
12119,70850,0.4,0.46
12120,82038,0.14,0.62
12121,70857,0.4,0.46
12122,82097,0.75,1.0
12123,70878,0.11,0.84
12124,70886,0.46,0.49
12125,70893,0.11,0.92
12126,70895,0.38,0.49
12127,70913,0.7,0.89
12128,85105,0.09,0.82
12129,70927,0.37,0.45
12130,70934,0.1,0.83
12131,70935,0.38,0.57
12132,70945,0.9,1.0
12133,70946,0.44,0.51
12134,88637,0.36,0.5
12135,70953,0.31,0.84
12136,70958,0.1,0.84
12137,70973,0.42,0.48
12138,88667,0.74,1.0
12139,70977,0.73,0.87
12140,70983,0.09,0.96
12141,70987,0.45,0.53
12142,89031,0.11,0.8
12143,89974,0.37,0.47
12144,71008,0.84,0.99
12145,71012,0.41,0.46
12146,71018,0.76,0.92
12147,71019,0.11,0.87
12148,90603,0.84,0.88
12149,71029,0.39,0.5
12150,71032,0.11,0.91
12151,71034,0.45,0.56
12152,71041,0.37,0.52
12153,71047,0.4,0.52
12154,71051,0.39,0.48
12155,71058,0.11,0.8
12156,71069,0.83,1.0
12157,71071,0.11,0.92
12158,71077,0.39,0.5
12159,91151,0.45,0.45
12160,71100,0.1,0.95
12161,71101,0.9,0.98
12162,71104,0.45,0.51
12163,71108,0.79,0.89
12164,91606,0.9,0.99
12165,71111,0.11,0.84
12166,71125,0.43,0.55
12167,71128,0.31,0.54
12168,71133,0.32,0.5
12169,91720,0.45,0.57
12170,71148,0.81,0.99
12171,71152,0.41,0.46
12172,71156,0.11,0.78
12173,71164,0.1,0.88
12174,71168,0.7,0.53
12175,71177,0.54,0.74
12176,71181,0.41,0.48
12177,71187,0.38,0.5
12178,71191,0.37,0.51
12179,71202,0.11,0.85
12180,71206,0.4,0.47
12181,71208,0.1,0.84
12182,71209,0.89,0.99
12183,71212,0.11,0.8
12184,97048,0.36,0.55
12185,71216,0.4,0.46
12186,71221,0.09,0.85
12187,97344,0.4,0.46
12188,71227,0.37,0.55
12189,71231,0.44,0.51
12190,71233,0.09,0.8
12191,71236,0.92,0.87
12192,71241,0.74,0.91
12193,71243,0.09,0.82
12194,71259,0.89,0.95
12195,71261,0.09,0.8
12196,71274,0.27,0.54
12197,71275,0.1,0.91
12198,71279,0.1,0.89
12199,98550,0.77,0.94
12200,71282,0.9,0.82
12201,71284,0.39,0.5
12202,71291,0.76,1.0
12203,71293,0.1,0.93
12204,71296,0.87,0.9
12205,71306,0.38,0.5
12206,71308,0.77,0.99
12207,71310,0.78,0.87
12208,71312,0.44,0.5
12209,71313,0.38,0.52
12210,71320,0.43,0.46
12211,71321,0.39,0.5
12212,1987,0.88,1.0
12213,71336,0.45,0.46
12214,71340,0.4,0.53
12215,71343,0.36,0.51
12216,71346,0.36,0.48
12217,71358,0.9,0.98
12218,71378,0.43,0.53
12219,71399,0.89,0.87
12220,71403,0.1,0.84
12221,71408,0.37,0.5
12222,2624,0.37,0.51
12223,71414,0.87,0.9
12224,71420,0.4,0.56
12225,71421,0.9,0.97
12226,71431,0.37,0.46
12227,71438,0.44,0.54
12228,71443,0.85,0.95
12229,71452,0.78,0.98
12230,71456,0.42,0.47
12231,71460,0.92,0.99
12232,71465,0.11,0.83
12233,71470,0.42,0.56
12234,71473,0.48,0.57
12235,4652,0.83,0.85
12236,71485,0.4,0.53
12237,71488,0.43,0.45
12238,71496,0.43,0.53
12239,71502,0.1,0.97
12240,71518,0.1,0.87
12241,71520,0.37,0.46
12242,71530,0.38,0.53
12243,71531,0.4,0.5
12244,71535,0.89,0.86
12245,71538,0.45,0.46
12246,71542,0.37,0.48
12247,71543,0.46,0.49
12248,71544,0.87,0.91
12249,71546,0.11,0.84
12250,71555,0.79,0.87
12251,5469,0.79,0.92
12252,8000,0.19,0.59
12253,71569,0.87,0.98
12254,71575,0.6,0.92
12255,71578,0.44,0.45
12256,71585,0.11,0.81
12257,71594,0.42,0.54
12258,71595,0.88,0.88
12259,71598,0.11,0.84
12260,71599,0.46,0.46
12261,71600,0.82,0.97
