,empid,projid,duration,tenure,safety,churn,advancement,department,salary
11072,64956,4,162,3,1,0,0,RandD,medium
11073,64960,4,268,5,1,0,0,IT,low
11074,64961,2,141,3,0,1,0,marketing,medium
11075,64972,3,238,4,0,0,0,RandD,low
11076,64974,3,132,4,1,0,0,technical,medium
11077,19300,3,212,2,0,0,0,technical,low
11078,33839,4,233,3,0,0,0,sales,low
11079,64984,5,246,5,0,1,0,sales,medium
11080,64986,4,162,2,1,0,0,sales,low
11081,64992,4,162,10,1,0,0,technical,low
11082,64995,7,253,4,0,1,0,RandD,low
11083,65001,3,276,2,0,0,0,marketing,high
11084,65006,4,222,3,0,0,0,RandD,low
11085,65012,4,251,3,0,0,1,marketing,medium
11086,65015,4,165,4,0,0,0,accounting,medium
11087,65026,2,165,3,0,1,0,technical,low
11088,65029,2,158,3,0,1,0,sales,medium
11089,20174,5,247,5,0,1,0,sales,low
11090,65041,3,188,2,0,0,0,technical,low
11091,65047,5,196,3,0,0,0,marketing,low
11092,65053,4,275,3,0,0,1,sales,medium
11093,65056,3,170,3,0,0,0,sales,low
11094,65063,2,156,3,0,1,1,hr,low
11095,65067,5,133,2,0,0,0,technical,medium
11096,65069,3,254,2,0,0,0,product_mng,medium
11097,65074,4,243,6,0,0,0,support,medium
11098,65079,4,218,2,0,0,0,support,low
11099,65080,3,260,2,1,0,0,RandD,medium
11100,65082,3,247,2,1,0,0,sales,medium
11101,65089,4,263,6,0,0,0,sales,low
11102,65093,3,234,3,0,0,0,accounting,high
11103,65096,3,259,3,0,0,0,technical,high
11104,65099,4,235,3,0,0,0,IT,medium
11105,65108,4,191,2,0,0,0,marketing,medium
11106,20899,3,249,2,1,0,0,sales,high
11107,65114,3,142,2,0,0,0,sales,low
11108,65116,3,186,2,1,0,0,RandD,high
11109,65123,5,273,3,0,0,0,sales,medium
11110,65126,3,270,3,1,0,0,technical,medium
11111,21494,2,149,3,0,1,0,product_mng,low
11112,21641,3,174,3,0,0,0,marketing,low
11113,65153,3,189,5,0,0,0,RandD,medium
11114,65155,2,131,3,0,1,0,sales,low
11115,65159,4,274,4,1,0,0,technical,high
11116,65163,5,235,3,0,0,0,technical,low
11117,65175,3,215,4,0,0,0,support,low
11118,65178,3,197,3,0,0,0,sales,low
11119,22081,3,130,3,0,0,0,management,medium
11120,65182,2,151,3,1,1,0,support,low
11121,65184,3,249,2,0,0,0,sales,medium
11122,65187,4,246,3,0,0,0,sales,low
11123,65189,5,158,5,0,0,0,product_mng,low
11124,65200,5,205,4,0,0,0,support,low
11125,65207,3,173,2,1,0,0,technical,low
11126,22570,5,267,5,0,1,0,technical,low
11127,65222,3,155,3,0,0,0,IT,low
11128,22674,2,136,3,0,1,0,sales,medium
11129,22801,3,183,6,0,0,0,management,low
11130,65241,2,129,3,0,1,0,technical,medium
11131,65250,3,171,3,0,0,0,sales,low
11132,65256,5,251,2,1,0,0,product_mng,medium
11133,65257,3,261,4,0,0,0,sales,low
11134,65265,2,194,2,0,0,0,support,low
11135,23672,3,140,2,0,0,0,hr,medium
11136,65290,2,222,5,0,0,0,support,high
11137,65292,5,217,2,0,0,0,sales,low
11138,65295,3,188,3,1,0,0,technical,high
11139,65313,5,296,6,0,1,0,sales,medium
11140,65317,6,300,4,0,1,0,technical,low
11141,65318,4,198,10,0,0,0,support,high
11142,65326,5,232,5,0,1,0,IT,medium
11143,65335,4,138,3,0,0,0,support,medium
11144,65336,4,220,2,0,0,0,support,high
11145,65340,4,184,3,0,0,0,technical,low
11146,65342,2,121,3,0,1,0,support,low
11147,24472,4,167,3,0,0,0,sales,medium
11148,65348,3,169,2,0,0,0,management,high
11149,65352,4,184,2,1,0,0,sales,medium
11150,65357,5,196,3,0,0,0,support,medium
11151,25136,4,170,3,1,0,0,technical,low
11152,25684,4,155,2,0,0,0,sales,medium
11153,65385,4,161,2,0,0,0,marketing,low
11154,65391,5,207,2,0,0,0,hr,high
11155,65401,2,253,4,0,0,0,support,low
11156,28416,3,193,2,0,0,0,sales,low
11157,65403,4,262,3,0,0,0,sales,low
11158,65412,3,209,2,0,0,0,technical,low
11159,65421,3,191,3,0,0,0,product_mng,medium
11160,65432,5,225,6,0,1,0,product_mng,low
11161,65436,3,160,4,0,0,0,support,medium
11162,65447,4,177,2,0,0,0,technical,low
11163,65453,4,267,6,0,0,0,technical,high
11164,65458,5,181,3,1,0,0,product_mng,low
11165,65459,5,235,8,0,0,0,IT,medium
11166,65465,5,199,2,0,0,0,sales,medium
11167,65482,4,136,3,0,0,0,IT,low
11168,65488,4,165,2,0,0,0,sales,medium
11169,28661,5,135,3,0,0,1,hr,high
11170,65502,5,108,5,0,0,0,sales,low
11171,30336,3,156,2,0,0,0,RandD,medium
11172,65508,5,172,2,0,0,0,sales,medium
11173,65510,6,307,4,0,1,0,IT,low
11174,65511,4,182,2,0,0,0,technical,high
11175,65514,3,225,3,1,0,0,product_mng,medium
11176,65520,4,256,3,1,0,1,sales,low
11177,65539,3,261,2,1,0,0,product_mng,medium
11178,30340,2,155,3,0,1,0,support,low
11179,65564,5,210,2,0,0,0,product_mng,low
11180,65565,4,127,5,0,0,0,hr,low
11181,65566,5,186,6,0,0,0,product_mng,medium
11182,65582,2,102,5,0,0,0,support,low
11183,65583,4,199,2,0,0,0,marketing,low
11184,65587,3,210,3,0,0,0,RandD,low
11185,31053,6,275,4,0,1,0,sales,low
11186,65598,3,178,3,1,0,0,IT,medium
11187,65600,2,122,3,0,1,0,IT,low
11188,65606,5,269,6,0,1,0,RandD,low
11189,65608,4,195,5,0,0,0,support,low
11190,65610,3,153,3,0,0,0,support,medium
11191,34332,2,244,3,0,1,0,IT,low
11192,65618,5,247,4,0,0,0,technical,medium
11193,65620,3,201,3,0,0,0,sales,low
11194,65626,4,269,3,0,0,0,sales,high
11195,65628,4,143,3,1,0,0,sales,medium
11196,36376,4,203,4,0,0,0,sales,medium
11197,65648,5,253,5,0,1,0,support,low
11198,65650,4,196,2,1,0,0,IT,medium
11199,65662,2,169,3,1,0,0,product_mng,medium
11200,65685,4,243,5,0,1,0,technical,medium
11201,38870,5,249,5,0,1,0,product_mng,low
11202,39641,3,212,3,0,0,0,technical,low
11203,65691,2,139,3,0,0,0,technical,medium
11204,65699,4,234,5,0,1,0,product_mng,low
11205,65701,4,143,2,0,0,0,accounting,low
11206,65709,3,224,3,1,0,0,hr,low
11207,65712,5,239,6,0,1,0,sales,low
11208,65714,4,257,4,0,0,0,accounting,low
11209,65721,3,146,2,0,0,0,marketing,medium
11210,65728,2,131,3,0,1,0,hr,medium
11211,65729,2,143,3,0,1,0,technical,medium
11212,65732,2,230,4,0,0,0,sales,low
11213,65762,6,261,4,0,1,0,IT,low
11214,65764,4,279,4,0,0,0,product_mng,low
11215,65770,4,248,5,0,1,0,support,low
11216,40365,2,121,3,0,1,0,accounting,low
11217,65797,5,150,6,1,0,0,support,high
11218,41190,3,156,2,0,0,0,IT,high
11219,65810,4,255,2,0,0,0,marketing,low
11220,42392,2,135,3,1,1,0,hr,low
11221,65821,4,243,5,0,1,0,sales,low
11222,65823,6,275,4,0,1,0,marketing,medium
11223,65826,4,184,4,0,0,0,support,medium
11224,65835,5,221,3,0,0,0,hr,medium
11225,65841,3,211,4,0,0,0,product_mng,medium
11226,65846,5,192,2,0,0,0,accounting,medium
11227,65849,4,199,2,0,0,0,marketing,medium
11228,65855,2,143,3,0,0,0,product_mng,medium
11229,65856,2,200,3,0,0,0,support,medium
11230,65859,6,307,4,0,1,0,sales,low
11231,65863,3,206,2,0,0,0,RandD,low
11232,65879,4,153,2,0,0,0,sales,low
11233,65880,3,248,2,1,0,0,sales,medium
11234,65886,3,218,2,0,0,0,support,low
11235,65893,3,186,2,0,0,0,sales,low
11236,65895,4,160,3,1,0,0,accounting,low
11237,65898,3,217,3,0,0,0,sales,medium
11238,65912,6,272,4,0,1,0,sales,low
11239,42762,5,217,4,0,0,0,hr,low
11240,43092,4,182,3,0,0,0,sales,medium
11241,65936,3,265,6,0,0,0,accounting,medium
11242,65937,2,159,3,0,1,0,sales,low
11243,65944,3,254,3,0,0,0,support,low
11244,65945,4,218,2,0,0,0,RandD,medium
11245,65956,3,260,2,0,0,0,RandD,high
11246,65960,4,180,2,0,0,1,sales,medium
11247,45344,4,269,2,1,0,0,IT,medium
11248,65963,4,186,2,0,0,0,support,low
11249,65968,3,213,4,0,0,0,technical,low
11250,65974,4,207,2,0,0,0,management,high
11251,65986,4,278,3,0,0,0,sales,low
11252,65988,3,221,2,0,0,0,sales,low
11253,45459,4,225,3,0,0,0,RandD,high
11254,65995,5,224,8,0,0,0,IT,low
11255,65996,3,224,4,0,0,0,technical,medium
11256,45907,4,150,4,0,0,0,management,low
11257,66001,2,153,3,0,1,0,marketing,low
11258,66016,3,262,7,0,0,0,sales,medium
11259,66020,4,245,4,0,1,0,marketing,medium
11260,46323,3,240,4,0,0,0,sales,medium
11261,66024,4,193,3,0,0,0,sales,low
11262,66029,3,166,3,0,0,0,marketing,high
11263,66036,3,247,5,0,1,0,technical,medium
11264,66039,2,149,3,0,1,0,support,low
11265,66041,3,169,4,0,0,0,product_mng,medium
11266,66054,3,155,3,1,0,0,product_mng,low
11267,66062,4,182,4,0,0,0,technical,high
11268,47190,6,269,4,1,1,0,accounting,low
11269,50940,2,275,2,0,0,0,RandD,medium
11270,66070,2,154,3,0,1,0,hr,low
11271,66075,2,158,3,0,1,0,sales,low
11272,66080,6,198,6,0,0,0,IT,medium
11273,66087,5,222,3,0,0,0,sales,low
11274,66095,2,274,3,0,0,0,support,high
11275,66108,4,139,3,0,0,0,sales,low
11276,66110,2,127,3,0,1,0,support,high
11277,66111,3,266,2,0,0,0,technical,high
11278,66113,4,215,3,0,0,0,support,medium
11279,53837,4,255,6,0,1,0,sales,low
11280,66120,3,144,2,0,0,0,sales,medium
11281,66122,4,208,4,0,0,0,sales,medium
11282,66123,3,209,2,0,0,0,technical,low
11283,66124,4,204,3,0,0,0,marketing,low
11284,66139,3,193,3,0,0,0,sales,low
11285,66140,4,255,6,0,1,0,product_mng,low
11286,54563,4,247,3,0,0,0,RandD,medium
11287,66153,2,150,3,0,1,0,marketing,low
11288,66173,3,269,3,0,0,0,accounting,low
11289,56771,4,201,4,1,0,0,sales,low
11290,66193,4,238,3,0,0,0,technical,medium
11291,66198,2,143,3,0,1,0,support,medium
11292,66200,2,130,3,0,1,0,support,low
11293,66202,4,192,3,0,0,0,product_mng,medium
11294,66203,2,127,3,0,1,0,sales,medium
11295,66210,2,143,3,0,0,0,technical,medium
11296,59708,3,169,3,0,0,0,support,medium
11297,60866,3,181,5,1,0,0,IT,medium
11298,66221,2,151,3,0,1,0,support,low
11299,66222,4,271,3,0,0,0,support,low
11300,66223,4,235,2,0,0,0,marketing,high
11301,66224,6,275,4,0,1,0,RandD,low
11302,63991,6,103,4,0,0,0,management,low
11303,66229,3,238,3,0,0,0,sales,medium
11304,66232,4,253,3,0,0,0,RandD,low
11305,64121,3,230,3,0,0,0,technical,low
11306,64630,5,167,3,0,0,0,RandD,high
11307,66250,4,249,2,0,0,0,hr,low
11308,66256,3,166,2,0,0,0,technical,medium
11309,66258,3,213,2,0,0,0,support,medium
11310,65362,4,274,4,0,1,0,technical,medium
11311,66271,3,214,7,0,0,1,management,high
11312,66247,5,153,2,1,0,0,RandD,low
11313,66280,4,249,4,1,0,0,sales,medium
11314,66283,3,202,3,0,0,0,sales,medium
11315,66272,2,237,2,1,0,0,technical,low
11316,66299,5,171,2,1,0,0,sales,low
11317,67938,5,173,6,0,0,0,support,low
11318,66304,4,235,2,0,0,0,sales,low
11319,66307,2,128,3,0,1,0,support,low
11320,66318,4,206,4,1,0,0,technical,medium
11321,68625,3,207,2,0,0,0,technical,medium
11322,69646,2,163,3,0,0,0,technical,high
11323,66330,2,143,3,0,0,0,product_mng,low
11324,66340,3,202,3,0,0,0,hr,medium
11325,66343,3,229,4,0,0,0,management,low
11326,66359,4,169,2,0,0,0,support,low
11327,66362,4,142,3,0,0,1,sales,medium
11328,66363,5,242,2,0,0,0,accounting,low
11329,66372,4,262,2,0,0,0,accounting,medium
11330,66384,6,268,4,0,1,0,sales,low
11331,70502,4,152,3,0,0,0,technical,high
11332,66401,5,160,4,0,0,0,management,low
11333,66405,2,143,3,0,1,0,sales,medium
11334,66406,3,251,5,0,1,0,product_mng,medium
11335,66410,4,164,3,0,0,0,support,low
11336,66416,3,247,6,1,0,0,sales,medium
11337,66425,6,159,2,1,0,0,sales,medium
11338,66427,4,246,5,1,0,0,product_mng,low
11339,71213,4,169,3,0,0,0,IT,low
11340,66431,2,203,2,0,0,0,IT,low
11341,66439,7,309,4,0,1,0,IT,medium
11342,66452,3,245,4,0,0,0,sales,medium
11343,66460,3,267,4,0,0,0,RandD,low
11344,66464,5,184,5,0,0,0,accounting,low
11345,66468,3,200,2,0,0,0,IT,high
11346,66480,4,207,2,0,0,0,accounting,low
11347,66490,3,249,3,0,0,0,technical,medium
11348,66495,5,145,3,0,0,0,product_mng,low
11349,66499,7,293,4,0,1,0,sales,low
11350,77232,3,149,3,0,0,0,sales,medium
11351,79609,5,267,5,0,1,0,support,low
11352,66510,3,242,2,0,0,0,support,medium
11353,80087,2,146,3,0,1,0,sales,low
11354,66520,3,183,3,0,0,0,support,medium
11355,66530,5,188,3,0,0,0,technical,low
11356,66531,3,171,3,0,0,0,product_mng,low
11357,80573,3,275,3,0,0,0,sales,medium
11358,66544,4,258,2,0,0,1,sales,low
11359,66545,4,263,3,1,0,0,technical,low
11360,66549,5,217,4,0,0,0,support,high
11361,66562,4,98,2,0,0,0,sales,medium
11362,66572,2,186,5,0,0,0,product_mng,low
11363,66573,5,132,3,0,0,0,support,low
11364,66575,3,262,3,0,0,0,RandD,medium
11365,80718,4,187,6,0,0,0,sales,low
11366,66584,3,162,5,0,1,0,support,medium
11367,66588,4,253,5,0,1,0,technical,medium
11368,84132,3,232,2,1,0,0,support,low
11369,66598,6,256,3,1,0,0,technical,low
11370,66599,4,247,2,0,0,0,technical,low
11371,84295,2,181,3,0,0,0,marketing,medium
11372,66610,5,238,5,0,1,0,IT,low
11373,66617,3,197,2,0,0,0,product_mng,high
11374,66619,2,181,3,0,0,0,sales,low
11375,66620,3,281,2,1,0,0,sales,medium
11376,66624,3,240,3,0,0,0,accounting,low
11377,66636,4,135,3,0,0,0,IT,low
11378,66644,2,140,3,0,1,0,hr,medium
11379,66647,3,204,8,1,0,0,IT,medium
11380,66648,2,196,3,0,0,0,technical,medium
11381,66661,3,158,4,0,0,0,hr,high
11382,66663,6,242,4,0,1,0,IT,low
11383,66664,2,238,3,0,0,0,technical,low
11384,66669,3,199,3,0,0,0,marketing,medium
11385,66678,5,251,4,0,0,0,support,medium
11386,85132,2,209,3,1,0,0,sales,medium
11387,66687,4,194,5,0,0,0,sales,low
11388,66689,6,145,4,1,0,0,accounting,medium
11389,66693,4,264,3,0,0,0,sales,medium
11390,66697,4,196,4,0,0,0,sales,low
11391,66698,2,147,3,0,1,0,product_mng,low
11392,66703,5,215,3,0,0,0,technical,low
11393,66719,4,225,2,0,0,0,sales,high
11394,66720,5,220,2,0,0,0,sales,medium
11395,66727,2,174,4,0,0,0,technical,low
11396,85347,4,279,4,1,0,0,sales,low
11397,66732,3,157,3,0,0,0,sales,low
11398,66734,4,165,2,1,0,0,sales,low
11399,66766,5,269,6,0,1,0,sales,low
11400,66768,7,306,4,0,1,0,sales,low
11401,66770,5,150,6,1,0,0,technical,low
11402,66771,3,143,10,0,0,0,RandD,medium
11403,66779,2,147,3,0,1,0,accounting,high
11404,66791,3,234,2,0,0,0,sales,low
11405,86510,2,134,3,0,1,0,IT,low
11406,66813,5,232,3,0,0,0,sales,medium
11407,66814,3,244,3,0,0,0,product_mng,low
11408,66821,4,204,3,0,0,0,management,medium
11409,66824,4,162,4,1,0,0,marketing,low
11410,66832,4,169,2,0,0,0,technical,medium
11411,66835,2,159,3,0,1,0,marketing,low
11412,66856,4,235,2,0,0,0,IT,low
11413,66859,2,150,3,0,1,0,accounting,low
11414,66865,3,180,3,0,0,0,product_mng,low
11415,66870,3,174,3,0,0,1,technical,low
11416,66875,4,188,2,0,0,0,support,high
11417,66877,2,139,3,0,1,0,sales,low
11418,66883,4,225,2,1,0,0,sales,medium
11419,66891,4,125,7,0,0,0,IT,medium
11420,66902,3,201,3,0,0,0,hr,low
11421,66905,4,177,3,0,0,0,sales,low
11422,66906,5,239,5,0,1,0,sales,medium
11423,66907,3,160,2,1,0,0,management,low
11424,66908,4,147,3,0,0,0,marketing,medium
11425,66909,4,261,2,0,0,0,sales,high
11426,88795,3,125,4,0,0,0,accounting,low
11427,66913,3,193,3,1,0,0,hr,low
11428,89239,4,266,3,0,0,0,RandD,low
11429,66920,4,182,2,0,0,0,technical,medium
11430,66927,3,221,6,0,0,0,management,high
11431,66951,5,158,3,0,0,0,product_mng,low
11432,89737,3,229,2,0,0,0,product_mng,low
11433,66983,4,180,2,0,0,0,sales,high
11434,66984,4,224,2,1,0,0,sales,low
11435,66999,2,149,3,0,0,0,accounting,medium
11436,90339,4,100,2,0,0,0,product_mng,low
11437,67002,2,273,2,0,0,0,sales,medium
11438,67007,6,198,3,0,0,0,technical,low
11439,67009,4,215,5,0,0,0,sales,medium
11440,90878,4,178,2,0,0,0,technical,low
11441,93041,4,101,8,0,0,1,management,high
11442,93171,5,193,3,0,0,0,accounting,medium
11443,67036,4,179,4,0,0,0,RandD,medium
11444,67046,4,199,10,0,0,1,management,high
11445,67052,3,236,3,0,0,0,sales,low
11446,67053,4,278,3,0,0,0,IT,low
11447,93885,2,138,3,0,1,0,IT,low
11448,67056,3,196,4,0,0,0,marketing,medium
11449,67058,5,260,3,1,0,0,support,medium
11450,67066,5,272,4,0,0,0,sales,low
11451,67067,3,238,3,1,0,0,marketing,low
11452,94474,6,215,6,1,0,0,IT,low
11453,67074,6,269,4,0,1,0,sales,medium
11454,67075,4,179,3,1,0,0,IT,medium
11455,67079,5,130,3,0,0,0,support,low
11456,67084,3,256,3,0,0,0,technical,low
11457,67107,2,160,3,0,1,0,support,medium
11458,67112,5,209,2,0,0,0,technical,low
11459,67124,4,295,4,0,0,0,technical,low
11460,67137,5,131,3,1,0,0,support,low
11461,67140,4,269,3,0,0,0,marketing,low
11462,67143,5,198,2,0,0,0,sales,low
11463,67144,5,120,2,0,0,0,technical,low
11464,67147,5,211,3,1,0,0,accounting,high
11465,67161,3,166,4,0,0,0,sales,medium
11466,67163,4,263,3,0,0,0,IT,medium
11467,67177,4,255,5,0,1,0,sales,low
11468,94599,5,201,4,0,0,0,IT,medium
11469,67188,4,195,3,0,0,0,sales,low
11470,67196,5,192,3,0,0,0,technical,low
11471,67202,3,141,3,0,0,0,product_mng,low
11472,67207,4,132,2,0,0,0,support,medium
11473,67208,4,225,3,0,0,0,support,medium
11474,67225,3,158,6,1,0,0,support,medium
11475,67227,4,175,3,0,0,0,sales,high
11476,67233,3,258,2,0,0,0,sales,high
11477,67236,2,257,3,0,1,0,sales,medium
11478,67239,3,265,4,0,0,0,sales,low
11479,67246,5,169,3,0,0,0,sales,medium
11480,67252,2,189,2,0,0,0,support,low
11481,67254,5,266,2,0,0,0,sales,medium
11482,67256,2,198,5,0,0,0,product_mng,low
11483,67261,6,184,5,0,0,0,management,high
11484,67266,3,186,2,0,0,0,sales,medium
11485,67269,2,133,3,0,1,0,marketing,low
11486,67275,5,259,5,0,1,0,support,low
11487,97559,2,141,3,0,0,0,sales,low
11488,67296,5,188,4,0,0,0,technical,medium
11489,67301,4,161,3,1,0,0,IT,low
11490,67307,5,160,3,0,0,0,sales,medium
11491,98055,4,180,3,0,0,0,sales,medium
11492,67316,3,226,3,0,0,0,technical,low
11493,67317,4,252,2,0,0,1,sales,medium
11494,67318,3,179,3,0,0,0,support,medium
11495,67320,2,213,3,0,0,0,IT,low
11496,67324,4,159,2,0,0,0,accounting,low
11497,67325,2,190,3,0,1,0,hr,medium
11498,98411,4,163,3,0,0,0,technical,low
11499,67342,5,179,3,0,0,0,accounting,medium
11500,67348,6,303,4,0,1,0,technical,medium
11501,67351,3,145,8,0,0,0,sales,medium
11502,67352,4,140,3,0,0,0,sales,low
11503,67362,4,257,3,0,0,0,technical,low
11504,67363,3,186,3,0,0,0,marketing,medium
11505,67365,5,219,5,0,1,0,product_mng,medium
11506,67366,3,202,4,0,0,0,technical,low
11507,67367,4,212,3,0,0,0,technical,medium
11508,67368,2,133,3,0,1,0,support,low
11509,67389,6,306,4,0,1,0,IT,medium
11510,99238,5,286,3,1,1,0,product_mng,low
11511,67393,5,145,2,0,0,0,sales,low
11512,67403,4,139,4,0,0,0,product_mng,medium
11513,67411,6,255,4,0,1,0,accounting,medium
11514,67418,4,271,3,1,0,0,sales,low
11515,67425,5,175,2,0,0,0,support,low
11516,3992,2,144,3,0,1,0,marketing,high
11517,67427,3,130,3,0,0,0,support,low
11518,67431,5,249,4,0,0,0,sales,medium
11519,67436,3,110,3,0,0,0,IT,high
11520,67442,3,250,3,1,0,0,management,low
11521,67445,4,194,2,1,0,0,accounting,low
11522,67454,4,193,3,0,0,0,support,high
11523,67457,3,172,6,0,0,0,sales,low
11524,67464,3,232,2,0,0,0,management,low
11525,67467,3,158,7,0,0,0,sales,medium
11526,67468,4,198,3,0,0,0,RandD,medium
11527,3993,2,190,7,0,0,0,sales,low
11528,4042,4,189,3,0,0,0,accounting,medium
11529,67476,3,181,2,0,0,0,product_mng,low
11530,67479,2,137,3,0,1,0,product_mng,low
11531,67482,2,198,3,0,1,0,marketing,low
11532,67483,4,247,2,0,0,0,IT,low
11533,67490,2,156,6,1,0,0,sales,medium
11534,4939,2,157,7,0,0,0,IT,low
11535,67532,3,279,3,1,0,1,hr,low
11536,67533,5,141,3,1,0,0,sales,low
11537,67544,4,213,3,1,0,0,sales,low
11538,67547,4,189,3,0,0,0,RandD,low
11539,6770,3,236,10,0,0,0,marketing,medium
11540,67572,3,138,3,0,0,0,sales,low
11541,67584,3,151,3,0,0,0,technical,low
11542,67587,4,242,2,0,0,0,marketing,medium
11543,67596,4,274,3,0,0,0,product_mng,low
11544,8212,7,210,4,0,1,0,IT,low
11545,9282,4,270,4,0,1,0,sales,low
11546,9347,4,127,4,0,0,0,sales,medium
11547,10462,3,236,3,0,0,0,sales,medium
11548,67622,4,229,2,1,0,0,support,low
11549,67647,2,133,3,0,1,0,support,low
11550,67656,3,257,3,0,0,0,support,medium
11551,67663,3,134,10,1,0,1,management,high
11552,67673,4,133,2,1,0,0,RandD,medium
11553,67677,4,130,3,0,0,0,support,medium
11554,67679,3,201,3,0,0,0,management,medium
11555,67682,4,207,2,0,0,0,technical,medium
11556,13685,4,247,3,0,0,0,technical,low
11557,67686,2,155,3,0,1,0,technical,medium
11558,67709,2,196,3,0,1,0,support,low
11559,14403,3,238,5,1,0,0,RandD,medium
11560,67720,3,242,4,0,0,0,product_mng,low
11561,67724,4,264,3,1,0,0,sales,low
11562,67728,3,164,2,0,0,0,IT,medium
11563,67731,5,193,10,0,0,0,sales,high
11564,67735,2,165,3,0,0,0,technical,medium
11565,15621,5,268,4,0,0,0,technical,low
11566,67745,3,164,6,0,0,0,product_mng,low
11567,16738,6,296,4,0,1,0,technical,medium
11568,67756,4,224,2,0,0,0,IT,high
11569,67761,3,187,2,0,0,0,accounting,low
11570,18804,4,172,5,0,0,0,sales,medium
11571,67775,3,269,3,0,0,0,sales,medium
11572,67782,2,153,3,0,0,0,technical,medium
11573,67784,3,151,3,1,0,0,support,low
11574,67803,5,220,3,0,0,0,technical,low
11575,20215,3,219,2,0,0,0,technical,low
11576,67811,2,237,3,0,0,0,sales,low
11577,67816,5,176,3,0,0,0,accounting,low
11578,67817,5,173,3,0,1,0,sales,medium
11579,22153,2,161,2,0,0,0,sales,medium
11580,67837,2,140,3,0,1,0,sales,low
11581,67841,4,234,5,0,0,0,sales,low
11582,67847,3,186,3,0,0,0,technical,medium
11583,67848,4,137,3,0,0,0,sales,low
11584,67858,5,270,3,0,0,0,support,high
11585,67859,3,160,2,0,0,0,management,medium
11586,67860,3,226,3,0,0,0,hr,low
11587,67866,3,162,3,0,0,0,support,medium
11588,67869,2,228,3,0,0,0,marketing,medium
11589,67873,5,242,5,0,1,0,IT,medium
11590,67876,3,182,4,0,0,0,technical,low
11591,23464,6,165,8,0,0,0,sales,low
11592,67893,2,134,3,1,0,0,sales,low
11593,24395,3,152,3,0,0,0,support,low
11594,24635,4,252,6,0,0,0,sales,high
11595,67910,6,270,6,0,0,0,RandD,low
11596,67918,4,175,3,1,0,0,management,high
11597,67919,4,151,2,0,0,0,sales,low
11598,67927,3,226,5,0,0,0,marketing,medium
11599,67934,3,221,3,0,0,0,support,low
11600,25055,3,257,10,0,0,0,product_mng,low
11601,67939,4,142,5,0,0,0,IT,low
11602,26613,2,270,3,0,0,0,accounting,low
11603,67951,4,203,3,0,0,0,hr,low
11604,31326,3,250,3,0,0,0,marketing,medium
11605,67965,4,176,4,0,0,0,sales,low
11606,67967,2,145,6,1,0,0,RandD,medium
11607,32935,2,138,3,0,1,0,technical,medium
11608,67974,3,154,3,0,0,0,IT,medium
11609,67976,4,237,3,0,0,0,sales,low
11610,67984,5,274,4,0,0,0,sales,high
11611,67991,2,160,3,0,0,0,technical,medium
11612,67993,4,255,2,1,0,0,management,medium
11613,68001,3,165,4,0,0,0,support,low
11614,68009,6,256,4,0,1,0,technical,medium
11615,68011,6,249,4,0,1,0,technical,medium
11616,68023,4,257,3,0,0,0,support,low
11617,68034,5,180,3,0,0,0,IT,medium
11618,34598,3,157,2,0,0,0,sales,low
11619,68044,5,262,6,0,1,0,hr,low
11620,68055,4,268,6,0,1,0,accounting,low
11621,68057,3,210,2,0,0,0,sales,medium
11622,68069,5,167,2,0,0,0,accounting,low
11623,68070,3,196,4,0,0,0,technical,high
11624,68073,4,204,3,1,0,0,marketing,low
11625,68078,3,167,3,0,0,0,sales,low
11626,68084,5,245,5,0,1,0,sales,low
11627,68102,3,229,3,0,0,0,IT,low
11628,68103,6,286,4,0,1,0,hr,low
11629,68105,6,279,6,0,0,0,accounting,medium
11630,68119,4,194,3,0,0,0,sales,high
11631,39454,5,218,4,0,0,0,sales,low
11632,68148,3,201,2,0,0,0,marketing,high
11633,42190,5,229,6,0,1,0,sales,low
11634,42472,6,139,6,0,0,0,sales,low
11635,68159,3,248,2,0,0,0,sales,medium
11636,68171,5,218,2,0,0,0,marketing,low
11637,68180,3,203,2,0,0,0,sales,high
11638,68191,3,112,4,0,0,1,sales,low
11639,68192,3,131,4,0,0,0,support,low
11640,68195,6,259,4,0,1,0,technical,low
11641,43780,4,181,2,0,0,0,support,low
11642,68205,2,133,3,0,1,0,accounting,high
11643,68214,2,147,3,0,1,0,sales,medium
11644,68220,5,189,3,0,0,0,technical,low
11645,45574,4,267,5,0,1,0,sales,low
11646,68233,3,237,2,0,0,0,product_mng,medium
11647,49560,4,166,4,0,0,0,management,high
11648,68241,4,212,4,0,0,0,sales,medium
11649,68249,4,270,4,0,1,0,IT,low
11650,68253,4,209,3,0,0,0,technical,medium
11651,52556,5,250,6,0,1,0,technical,medium
11652,53057,3,130,3,0,0,0,management,low
11653,54934,5,145,3,1,0,0,hr,low
11654,56669,5,273,3,1,0,0,support,medium
11655,68277,4,245,6,0,1,0,sales,medium
11656,68298,4,220,3,0,0,0,sales,low
11657,68304,4,181,3,0,0,0,technical,medium
11658,68318,2,252,4,0,0,1,hr,medium
11659,68320,3,135,3,0,0,0,technical,medium
11660,68323,3,197,3,0,0,0,sales,medium
11661,68328,4,261,5,0,1,0,sales,medium
11662,68331,2,128,3,0,1,0,hr,low
11663,68333,2,202,3,0,0,0,IT,low
11664,68343,6,208,3,0,0,0,product_mng,medium
